CVE_ID,Product,CVSS_Score,Historical_Attack_Data,Exploit_Status,Patch_Availability,Description,Severity,Timestamp
CVE-2023-22518,Atlassian Confluence,8.3,50,No,Not Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-35211,SolarWinds Serv-U,7.7,82,No,Not Available,Real CVE affecting SolarWinds Serv-U,High,02:05.6
CVE-2020-14750,Oracle WebLogic Server,5.6,79,No,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2021-38647,Azure OMI,5.7,42,Yes,Available,Real CVE affecting Azure OMI,Critical,02:05.6
CVE-2021-42321,Microsoft Exchange Server,7.4,62,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2022-0847,Linux Kernel,8.2,12,Yes,Available,Real CVE affecting Linux Kernel,Medium,02:05.6
CVE-2021-26084,Atlassian Confluence,8.4,60,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2021-34523,Microsoft Exchange Server,5.6,26,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2020-0601,Microsoft Windows,9.7,50,No,Available,Real CVE affecting Microsoft Windows,Low,02:05.6
CVE-2020-0796,Microsoft Windows,9.2,80,No,Available,Real CVE affecting Microsoft Windows,Medium,02:05.6
CVE-2020-1350,Microsoft Windows DNS Server,5.2,67,Yes,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:05.6
CVE-2020-1472,Microsoft Netlogon,6.5,45,No,Available,Real CVE affecting Microsoft Netlogon,Low,02:05.6
CVE-2020-14882,Oracle WebLogic Server,6.3,70,Yes,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2020-17087,Microsoft Windows Kernel,8.1,84,No,Available,Real CVE affecting Microsoft Windows Kernel,Low,02:05.6
CVE-2021-22986,F5 BIG-IP,9.6,45,Yes,Not Available,Real CVE affecting F5 BIG-IP,Medium,02:05.6
CVE-2021-26855,Microsoft Exchange Server,6.8,78,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2021-21972,VMware vCenter Server,5.2,73,Yes,Not Available,Real CVE affecting VMware vCenter Server,High,02:05.6
CVE-2021-34473,Microsoft Exchange Server,8.1,10,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:05.6
CVE-2021-34527,Microsoft Windows Print Spooler,6.4,68,No,Available,Real CVE affecting Microsoft Windows Print Spooler,High,02:05.6
CVE-2021-40444,Microsoft MSHTML,9.7,77,Yes,Not Available,Real CVE affecting Microsoft MSHTML,Low,02:05.6
CVE-2022-0185,Linux Kernel,5.7,60,No,Not Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2022-22965,Spring Framework,6.1,27,Yes,Available,Real CVE affecting Spring Framework,Low,02:05.6
CVE-2022-26134,Atlassian Confluence,8.1,61,No,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,6.4,77,No,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Critical,02:05.6
CVE-2022-3602,OpenSSL,7.1,70,No,Available,Real CVE affecting OpenSSL,Medium,02:05.6
CVE-2022-40684,Fortinet FortiOS,5.7,63,No,Available,Real CVE affecting Fortinet FortiOS,Critical,02:05.6
CVE-2022-47966,Zoho ManageEngine,8.7,61,No,Available,Real CVE affecting Zoho ManageEngine,Medium,02:05.6
CVE-2023-0464,OpenSSL,5.1,79,No,Not Available,Real CVE affecting OpenSSL,Critical,02:05.6
CVE-2023-23397,Microsoft Outlook,6.6,65,Yes,Not Available,Real CVE affecting Microsoft Outlook,Low,02:05.6
CVE-2023-27350,PaperCut NG/MF,9.5,12,Yes,Available,Real CVE affecting PaperCut NG/MF,Medium,02:05.6
CVE-2023-28252,Microsoft Windows Common Log File System,9.5,21,No,Available,Real CVE affecting Microsoft Windows Common Log File System,Medium,02:05.6
CVE-2023-2868,Barracuda ESG,5.2,15,Yes,Available,Real CVE affecting Barracuda ESG,Medium,02:05.6
CVE-2023-3519,Citrix NetScaler ADC,9.6,22,Yes,Not Available,Real CVE affecting Citrix NetScaler ADC,Critical,02:05.6
CVE-2023-36884,Microsoft Office,7.2,25,No,Available,Real CVE affecting Microsoft Office,Critical,02:05.6
CVE-2023-40044,Progress MOVEit Transfer,5.1,69,Yes,Not Available,Real CVE affecting Progress MOVEit Transfer,Medium,02:05.6
CVE-2023-42793,JetBrains TeamCity,7,86,Yes,Available,Real CVE affecting JetBrains TeamCity,Low,02:05.6
CVE-2023-42795,Google Chrome,8.5,37,No,Not Available,Real CVE affecting Google Chrome,Low,02:05.6
CVE-2023-44487,HTTP/2 Protocol,9.7,23,No,Not Available,Real CVE affecting HTTP/2 Protocol,Medium,02:05.6
CVE-2023-4911,GNU C Library (glibc),9.5,90,Yes,Not Available,Real CVE affecting GNU C Library (glibc),Low,02:05.6
CVE-2020-5902,F5 BIG-IP,8.6,58,No,Available,Real CVE affecting F5 BIG-IP,Low,02:05.6
CVE-2021-3156,Sudo,6.3,60,Yes,Not Available,Real CVE affecting Sudo,Medium,02:05.6
CVE-2020-3452,Cisco ASA,7.5,23,No,Available,Real CVE affecting Cisco ASA,Critical,02:05.6
CVE-2020-2551,Oracle WebLogic Server,9.4,57,Yes,Available,Real CVE affecting Oracle WebLogic Server,High,02:05.6
CVE-2020-5135,SonicWall VPN,7,85,No,Not Available,Real CVE affecting SonicWall VPN,Low,02:05.6
CVE-2021-44228,Apache Log4j,8,35,No,Available,Real CVE affecting Apache Log4j,Low,02:05.6
CVE-2021-45046,Apache Log4j,7.9,23,No,Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2021-45105,Apache Log4j,6.2,59,No,Available,Real CVE affecting Apache Log4j,Low,02:05.6
CVE-2021-4104,Apache Log4j,6.8,55,No,Not Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-44832,Apache Log4j,6.3,78,Yes,Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2023-22515,Atlassian Confluence,8.7,36,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2023-22518,Atlassian Confluence,7,11,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2021-35211,SolarWinds Serv-U,7,14,Yes,Not Available,Real CVE affecting SolarWinds Serv-U,Medium,02:05.6
CVE-2020-14750,Oracle WebLogic Server,8.7,53,No,Not Available,Real CVE affecting Oracle WebLogic Server,Critical,02:05.6
CVE-2021-38647,Azure OMI,5.3,77,No,Not Available,Real CVE affecting Azure OMI,High,02:05.6
CVE-2021-42321,Microsoft Exchange Server,9.6,57,Yes,Available,Real CVE affecting Microsoft Exchange Server,Medium,02:05.6
CVE-2022-0847,Linux Kernel,7.1,42,Yes,Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2021-26084,Atlassian Confluence,7.7,28,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-34523,Microsoft Exchange Server,6,63,No,Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2020-0601,Microsoft Windows,6.8,65,Yes,Available,Real CVE affecting Microsoft Windows,Low,02:05.6
CVE-2020-0796,Microsoft Windows,8.3,13,No,Available,Real CVE affecting Microsoft Windows,Low,02:05.6
CVE-2020-1350,Microsoft Windows DNS Server,5.7,91,Yes,Available,Real CVE affecting Microsoft Windows DNS Server,Medium,02:05.6
CVE-2020-1472,Microsoft Netlogon,6.8,85,No,Not Available,Real CVE affecting Microsoft Netlogon,Low,02:05.6
CVE-2020-14882,Oracle WebLogic Server,5.3,61,No,Not Available,Real CVE affecting Oracle WebLogic Server,Critical,02:05.6
CVE-2020-17087,Microsoft Windows Kernel,9.4,57,Yes,Available,Real CVE affecting Microsoft Windows Kernel,Critical,02:05.6
CVE-2021-22986,F5 BIG-IP,9.2,45,No,Available,Real CVE affecting F5 BIG-IP,Critical,02:05.6
CVE-2021-26855,Microsoft Exchange Server,7.5,76,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:05.6
CVE-2021-21972,VMware vCenter Server,5.1,93,Yes,Available,Real CVE affecting VMware vCenter Server,Critical,02:05.6
CVE-2021-34473,Microsoft Exchange Server,6.6,54,No,Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2021-34527,Microsoft Windows Print Spooler,8.3,85,No,Available,Real CVE affecting Microsoft Windows Print Spooler,Medium,02:05.6
CVE-2021-40444,Microsoft MSHTML,7.6,38,No,Available,Real CVE affecting Microsoft MSHTML,High,02:05.6
CVE-2022-0185,Linux Kernel,6.2,89,No,Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2022-22965,Spring Framework,7.9,71,Yes,Not Available,Real CVE affecting Spring Framework,Medium,02:05.6
CVE-2022-26134,Atlassian Confluence,8.7,82,No,Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,5.2,72,No,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Low,02:05.6
CVE-2022-3602,OpenSSL,7.6,50,No,Available,Real CVE affecting OpenSSL,Low,02:05.6
CVE-2022-40684,Fortinet FortiOS,9.8,67,No,Not Available,Real CVE affecting Fortinet FortiOS,Low,02:05.6
CVE-2022-47966,Zoho ManageEngine,8.3,94,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Low,02:05.6
CVE-2023-0464,OpenSSL,6.1,61,No,Not Available,Real CVE affecting OpenSSL,Critical,02:05.6
CVE-2023-23397,Microsoft Outlook,5,25,Yes,Available,Real CVE affecting Microsoft Outlook,Medium,02:05.6
CVE-2023-27350,PaperCut NG/MF,9.6,54,No,Available,Real CVE affecting PaperCut NG/MF,High,02:05.6
CVE-2023-28252,Microsoft Windows Common Log File System,7.2,85,Yes,Not Available,Real CVE affecting Microsoft Windows Common Log File System,Critical,02:05.6
CVE-2023-2868,Barracuda ESG,7.7,44,Yes,Available,Real CVE affecting Barracuda ESG,Critical,02:05.6
CVE-2023-3519,Citrix NetScaler ADC,8,82,No,Available,Real CVE affecting Citrix NetScaler ADC,Medium,02:05.6
CVE-2023-36884,Microsoft Office,8.8,65,Yes,Not Available,Real CVE affecting Microsoft Office,High,02:05.6
CVE-2023-40044,Progress MOVEit Transfer,7.9,53,No,Available,Real CVE affecting Progress MOVEit Transfer,Low,02:05.6
CVE-2023-42793,JetBrains TeamCity,7.7,92,No,Available,Real CVE affecting JetBrains TeamCity,Low,02:05.6
CVE-2023-42795,Google Chrome,6.8,12,No,Not Available,Real CVE affecting Google Chrome,Critical,02:05.6
CVE-2023-44487,HTTP/2 Protocol,6,53,Yes,Not Available,Real CVE affecting HTTP/2 Protocol,High,02:05.6
CVE-2023-4911,GNU C Library (glibc),8.5,36,Yes,Not Available,Real CVE affecting GNU C Library (glibc),Medium,02:05.6
CVE-2020-5902,F5 BIG-IP,5.2,74,No,Not Available,Real CVE affecting F5 BIG-IP,Critical,02:05.6
CVE-2021-3156,Sudo,6.4,75,Yes,Not Available,Real CVE affecting Sudo,Medium,02:05.6
CVE-2020-3452,Cisco ASA,9.2,28,No,Available,Real CVE affecting Cisco ASA,Medium,02:05.6
CVE-2020-2551,Oracle WebLogic Server,8.5,42,Yes,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2020-5135,SonicWall VPN,7.3,60,Yes,Available,Real CVE affecting SonicWall VPN,High,02:05.6
CVE-2021-44228,Apache Log4j,8.3,47,Yes,Not Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-45046,Apache Log4j,8.8,92,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:05.6
CVE-2021-45105,Apache Log4j,5.1,87,Yes,Not Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-4104,Apache Log4j,8.7,16,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2021-44832,Apache Log4j,8.4,61,No,Available,Real CVE affecting Apache Log4j,Medium,02:05.6
CVE-2023-22515,Atlassian Confluence,8,72,No,Not Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2023-22518,Atlassian Confluence,8.4,61,Yes,Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-35211,SolarWinds Serv-U,5.3,13,No,Not Available,Real CVE affecting SolarWinds Serv-U,Low,02:05.6
CVE-2020-14750,Oracle WebLogic Server,6.8,59,Yes,Available,Real CVE affecting Oracle WebLogic Server,High,02:05.6
CVE-2021-38647,Azure OMI,9.8,50,No,Not Available,Real CVE affecting Azure OMI,High,02:05.6
CVE-2021-42321,Microsoft Exchange Server,9.1,59,No,Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2022-0847,Linux Kernel,5.4,30,No,Not Available,Real CVE affecting Linux Kernel,Medium,02:05.6
CVE-2021-26084,Atlassian Confluence,7,28,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-34523,Microsoft Exchange Server,7,89,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2020-0601,Microsoft Windows,8.7,75,Yes,Not Available,Real CVE affecting Microsoft Windows,Critical,02:05.6
CVE-2020-0796,Microsoft Windows,7.5,46,Yes,Not Available,Real CVE affecting Microsoft Windows,Medium,02:05.6
CVE-2020-1350,Microsoft Windows DNS Server,5.6,18,No,Available,Real CVE affecting Microsoft Windows DNS Server,Medium,02:05.6
CVE-2020-1472,Microsoft Netlogon,6.1,83,No,Not Available,Real CVE affecting Microsoft Netlogon,Critical,02:05.6
CVE-2020-14882,Oracle WebLogic Server,9.5,75,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2020-17087,Microsoft Windows Kernel,8.4,86,No,Not Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:05.6
CVE-2021-22986,F5 BIG-IP,9.9,52,Yes,Available,Real CVE affecting F5 BIG-IP,Low,02:05.6
CVE-2021-26855,Microsoft Exchange Server,8.2,73,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2021-21972,VMware vCenter Server,8.3,46,No,Not Available,Real CVE affecting VMware vCenter Server,High,02:05.6
CVE-2021-34473,Microsoft Exchange Server,8,93,No,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:05.6
CVE-2021-34527,Microsoft Windows Print Spooler,8.8,67,Yes,Not Available,Real CVE affecting Microsoft Windows Print Spooler,High,02:05.6
CVE-2021-40444,Microsoft MSHTML,7.1,84,Yes,Available,Real CVE affecting Microsoft MSHTML,Low,02:05.6
CVE-2022-0185,Linux Kernel,6.4,38,Yes,Not Available,Real CVE affecting Linux Kernel,Medium,02:05.6
CVE-2022-22965,Spring Framework,7,84,Yes,Available,Real CVE affecting Spring Framework,Low,02:05.6
CVE-2022-26134,Atlassian Confluence,9,65,No,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,8.5,74,No,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Critical,02:05.6
CVE-2022-3602,OpenSSL,7.1,48,No,Available,Real CVE affecting OpenSSL,Medium,02:05.6
CVE-2022-40684,Fortinet FortiOS,9.3,89,No,Available,Real CVE affecting Fortinet FortiOS,Medium,02:05.6
CVE-2022-47966,Zoho ManageEngine,5.6,89,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:05.6
CVE-2023-0464,OpenSSL,5.3,38,No,Not Available,Real CVE affecting OpenSSL,High,02:05.6
CVE-2023-23397,Microsoft Outlook,5.1,68,No,Available,Real CVE affecting Microsoft Outlook,Medium,02:05.6
CVE-2023-27350,PaperCut NG/MF,9.5,37,No,Available,Real CVE affecting PaperCut NG/MF,Medium,02:05.6
CVE-2023-28252,Microsoft Windows Common Log File System,7.6,89,Yes,Available,Real CVE affecting Microsoft Windows Common Log File System,Medium,02:05.6
CVE-2023-2868,Barracuda ESG,7.2,71,Yes,Not Available,Real CVE affecting Barracuda ESG,Medium,02:05.6
CVE-2023-3519,Citrix NetScaler ADC,9.9,25,No,Available,Real CVE affecting Citrix NetScaler ADC,High,02:05.6
CVE-2023-36884,Microsoft Office,5.6,78,Yes,Not Available,Real CVE affecting Microsoft Office,Medium,02:05.6
CVE-2023-40044,Progress MOVEit Transfer,9.5,52,No,Not Available,Real CVE affecting Progress MOVEit Transfer,High,02:05.6
CVE-2023-42793,JetBrains TeamCity,9.4,60,Yes,Available,Real CVE affecting JetBrains TeamCity,Low,02:05.6
CVE-2023-42795,Google Chrome,5.4,46,Yes,Not Available,Real CVE affecting Google Chrome,High,02:05.6
CVE-2023-44487,HTTP/2 Protocol,6,78,Yes,Available,Real CVE affecting HTTP/2 Protocol,Medium,02:05.6
CVE-2023-4911,GNU C Library (glibc),7.1,82,Yes,Not Available,Real CVE affecting GNU C Library (glibc),High,02:05.6
CVE-2020-5902,F5 BIG-IP,6,55,Yes,Not Available,Real CVE affecting F5 BIG-IP,Medium,02:05.6
CVE-2021-3156,Sudo,5.8,12,Yes,Available,Real CVE affecting Sudo,Low,02:05.6
CVE-2020-3452,Cisco ASA,8.8,58,No,Not Available,Real CVE affecting Cisco ASA,Low,02:05.6
CVE-2020-2551,Oracle WebLogic Server,8,90,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Critical,02:05.6
CVE-2020-5135,SonicWall VPN,7.4,37,No,Not Available,Real CVE affecting SonicWall VPN,High,02:05.6
CVE-2021-44228,Apache Log4j,8,58,Yes,Not Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-45046,Apache Log4j,6.9,29,No,Available,Real CVE affecting Apache Log4j,Medium,02:05.6
CVE-2021-45105,Apache Log4j,5.3,80,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2021-4104,Apache Log4j,5.5,48,No,Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-44832,Apache Log4j,8.9,50,No,Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2023-22515,Atlassian Confluence,8,33,Yes,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:05.6
CVE-2023-22518,Atlassian Confluence,5.8,31,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-35211,SolarWinds Serv-U,8.4,19,No,Not Available,Real CVE affecting SolarWinds Serv-U,High,02:05.6
CVE-2020-14750,Oracle WebLogic Server,7,19,No,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2021-38647,Azure OMI,8.1,79,No,Not Available,Real CVE affecting Azure OMI,Critical,02:05.6
CVE-2021-42321,Microsoft Exchange Server,9.2,72,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2022-0847,Linux Kernel,7.4,93,No,Not Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2021-26084,Atlassian Confluence,6.6,64,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-34523,Microsoft Exchange Server,9.7,41,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,High,02:05.6
CVE-2020-0601,Microsoft Windows,9.2,22,Yes,Not Available,Real CVE affecting Microsoft Windows,Critical,02:05.6
CVE-2020-0796,Microsoft Windows,9.5,63,Yes,Not Available,Real CVE affecting Microsoft Windows,High,02:05.6
CVE-2020-1350,Microsoft Windows DNS Server,7.4,65,Yes,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:05.6
CVE-2020-1472,Microsoft Netlogon,9.1,86,No,Available,Real CVE affecting Microsoft Netlogon,High,02:05.6
CVE-2020-14882,Oracle WebLogic Server,5.5,21,No,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:05.6
CVE-2020-17087,Microsoft Windows Kernel,5.9,40,No,Not Available,Real CVE affecting Microsoft Windows Kernel,Low,02:05.6
CVE-2021-22986,F5 BIG-IP,6.9,42,No,Available,Real CVE affecting F5 BIG-IP,Low,02:05.6
CVE-2021-26855,Microsoft Exchange Server,7.8,74,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2021-21972,VMware vCenter Server,6,65,No,Available,Real CVE affecting VMware vCenter Server,High,02:05.6
CVE-2021-34473,Microsoft Exchange Server,8.3,46,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:05.6
CVE-2021-34527,Microsoft Windows Print Spooler,6.9,74,Yes,Available,Real CVE affecting Microsoft Windows Print Spooler,High,02:05.6
CVE-2021-40444,Microsoft MSHTML,6.6,93,No,Not Available,Real CVE affecting Microsoft MSHTML,High,02:05.6
CVE-2022-0185,Linux Kernel,6.1,83,No,Not Available,Real CVE affecting Linux Kernel,Medium,02:05.6
CVE-2022-22965,Spring Framework,6.8,15,No,Available,Real CVE affecting Spring Framework,Medium,02:05.6
CVE-2022-26134,Atlassian Confluence,5.7,40,No,Not Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,8,78,Yes,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Low,02:05.6
CVE-2022-3602,OpenSSL,6.3,70,Yes,Not Available,Real CVE affecting OpenSSL,High,02:05.6
CVE-2022-40684,Fortinet FortiOS,9.5,89,Yes,Not Available,Real CVE affecting Fortinet FortiOS,Low,02:05.6
CVE-2022-47966,Zoho ManageEngine,7.8,21,No,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:05.6
CVE-2023-0464,OpenSSL,9.5,33,Yes,Available,Real CVE affecting OpenSSL,Critical,02:05.6
CVE-2023-23397,Microsoft Outlook,9.2,38,No,Available,Real CVE affecting Microsoft Outlook,Medium,02:05.6
CVE-2023-27350,PaperCut NG/MF,6.6,81,Yes,Not Available,Real CVE affecting PaperCut NG/MF,High,02:05.6
CVE-2023-28252,Microsoft Windows Common Log File System,5.9,69,No,Available,Real CVE affecting Microsoft Windows Common Log File System,Medium,02:05.6
CVE-2023-2868,Barracuda ESG,6.2,37,Yes,Available,Real CVE affecting Barracuda ESG,Critical,02:05.6
CVE-2023-3519,Citrix NetScaler ADC,9.4,68,No,Available,Real CVE affecting Citrix NetScaler ADC,Medium,02:05.6
CVE-2023-36884,Microsoft Office,9.5,27,No,Available,Real CVE affecting Microsoft Office,Critical,02:05.6
CVE-2023-40044,Progress MOVEit Transfer,7.4,80,Yes,Not Available,Real CVE affecting Progress MOVEit Transfer,Critical,02:05.6
CVE-2023-42793,JetBrains TeamCity,6.6,20,No,Not Available,Real CVE affecting JetBrains TeamCity,Critical,02:05.6
CVE-2023-42795,Google Chrome,9.8,23,No,Not Available,Real CVE affecting Google Chrome,Medium,02:05.6
CVE-2023-44487,HTTP/2 Protocol,8.7,93,No,Not Available,Real CVE affecting HTTP/2 Protocol,Low,02:05.6
CVE-2023-4911,GNU C Library (glibc),7.7,26,Yes,Available,Real CVE affecting GNU C Library (glibc),Low,02:05.6
CVE-2020-5902,F5 BIG-IP,9.8,46,Yes,Not Available,Real CVE affecting F5 BIG-IP,Low,02:05.6
CVE-2021-3156,Sudo,5.6,52,Yes,Available,Real CVE affecting Sudo,Critical,02:05.6
CVE-2020-3452,Cisco ASA,7.7,92,No,Available,Real CVE affecting Cisco ASA,High,02:05.6
CVE-2020-2551,Oracle WebLogic Server,6.8,87,No,Available,Real CVE affecting Oracle WebLogic Server,Low,02:05.6
CVE-2020-5135,SonicWall VPN,9.1,87,No,Available,Real CVE affecting SonicWall VPN,High,02:05.6
CVE-2021-44228,Apache Log4j,8.8,15,Yes,Not Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2021-45046,Apache Log4j,7.9,36,Yes,Not Available,Real CVE affecting Apache Log4j,High,02:05.6
CVE-2021-45105,Apache Log4j,9.3,75,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:05.6
CVE-2021-4104,Apache Log4j,6.3,46,Yes,Not Available,Real CVE affecting Apache Log4j,Medium,02:05.6
CVE-2021-44832,Apache Log4j,7.3,92,No,Not Available,Real CVE affecting Apache Log4j,Low,02:05.6
CVE-2023-22515,Atlassian Confluence,7.2,32,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2023-22518,Atlassian Confluence,9.6,37,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:05.6
CVE-2021-35211,SolarWinds Serv-U,9.9,66,Yes,Available,Real CVE affecting SolarWinds Serv-U,High,02:05.6
CVE-2020-14750,Oracle WebLogic Server,7.8,22,Yes,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:05.6
CVE-2021-38647,Azure OMI,7.1,72,Yes,Available,Real CVE affecting Azure OMI,Critical,02:05.6
CVE-2021-42321,Microsoft Exchange Server,5.7,12,No,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:05.6
CVE-2022-0847,Linux Kernel,6.7,11,No,Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2021-26084,Atlassian Confluence,8,18,Yes,Available,Real CVE affecting Atlassian Confluence,High,02:05.6
CVE-2021-34523,Microsoft Exchange Server,8.4,83,Yes,Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2020-0601,Microsoft Windows,7.5,23,Yes,Available,Real CVE affecting Microsoft Windows,Medium,02:05.6
CVE-2020-0796,Microsoft Windows,6.1,12,Yes,Not Available,Real CVE affecting Microsoft Windows,Medium,02:05.6
CVE-2020-1350,Microsoft Windows DNS Server,6.3,86,Yes,Not Available,Real CVE affecting Microsoft Windows DNS Server,Low,02:05.6
CVE-2020-1472,Microsoft Netlogon,8.6,24,No,Not Available,Real CVE affecting Microsoft Netlogon,Critical,02:05.6
CVE-2020-14882,Oracle WebLogic Server,9.4,26,No,Available,Real CVE affecting Oracle WebLogic Server,High,02:05.6
CVE-2020-17087,Microsoft Windows Kernel,6.7,14,Yes,Not Available,Real CVE affecting Microsoft Windows Kernel,High,02:05.6
CVE-2021-22986,F5 BIG-IP,9.6,85,No,Available,Real CVE affecting F5 BIG-IP,Critical,02:05.6
CVE-2021-26855,Microsoft Exchange Server,8.1,49,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:05.6
CVE-2021-21972,VMware vCenter Server,6.9,59,Yes,Available,Real CVE affecting VMware vCenter Server,Low,02:05.6
CVE-2021-34473,Microsoft Exchange Server,5.4,47,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:05.6
CVE-2021-34527,Microsoft Windows Print Spooler,8.4,70,No,Not Available,Real CVE affecting Microsoft Windows Print Spooler,Medium,02:05.6
CVE-2021-40444,Microsoft MSHTML,8.9,88,No,Available,Real CVE affecting Microsoft MSHTML,High,02:05.6
CVE-2022-0185,Linux Kernel,7.7,16,No,Not Available,Real CVE affecting Linux Kernel,Low,02:05.6
CVE-2022-22965,Spring Framework,6.2,81,Yes,Available,Real CVE affecting Spring Framework,Low,02:05.6
CVE-2022-26134,Atlassian Confluence,7.5,54,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:05.6
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,9.1,54,No,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Critical,02:05.6
CVE-2022-3602,OpenSSL,7.7,52,Yes,Available,Real CVE affecting OpenSSL,Low,02:05.6
CVE-2022-40684,Fortinet FortiOS,5.2,49,No,Not Available,Real CVE affecting Fortinet FortiOS,Critical,02:05.6
CVE-2022-47966,Zoho ManageEngine,6.2,46,No,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:05.6
CVE-2023-0464,OpenSSL,6.8,58,Yes,Available,Real CVE affecting OpenSSL,Medium,02:05.6
CVE-2023-23397,Microsoft Outlook,5.5,28,Yes,Available,Real CVE affecting Microsoft Outlook,Low,02:05.6
